ID,Frequency,Recency,Monetary,T,Actual_Purchases,Predicted_Purchases,p_alive,p_not_alive,Actual_Avg_Monetary,Predicted_Avg_Monetary,Actual_cltv,Predicted_cltv,CLTV_label
9286,18,93,747,627,17.419354838709676,1.0455502467811179e-18,0.0,1.0,41.5,41.7931503056827,0.0,0.0,Non-profitable
2426,28,35,895,653,72.0,2.527865364226624e-39,0.0,1.0,31.964285714285715,32.13742774062634,0.0,0.0,Non-profitable
5172,15,4,1053,227,337.5,5.920313392802417e-26,0.0,1.0,70.2,70.63716156423186,0.0,0.0,Non-profitable
5562,19,92,735,368,18.58695652173913,4.905739019201566e-13,0.0,1.0,38.68421052631579,38.95530003341346,0.0,0.0,Non-profitable
3436,4,24,20,154,15.0,0.0002806232102822384,0.0002,0.9998,5.0,5.920981666528549,0.0,0.0,Non-profitable
3921,9,96,205,609,8.4375,1.973359429275124e-11,0.0,1.0,22.77777777777778,23.27270774329143,0.0,0.0,Non-profitable
3403,19,11,2092,643,155.45454545454547,2.7660416379121394e-37,0.0,1.0,110.10526315789474,110.54364906272353,0.0,0.0,Non-profitable
22,12,99,309,573,10.90909090909091,8.014054281244525e-13,0.0,1.0,25.75,26.131776390430442,0.0,0.0,Non-profitable
10965,21,72,1722,492,26.25,3.342196359431537e-20,0.0,1.0,82.0,82.33699589996196,0.0,0.0,Non-profitable
9426,11,77,900,533,12.857142857142856,8.530947291773301e-13,0.0,1.0,81.81818181818181,82.46204237754148,0.0,0.0,Non-profitable
6605,19,85,682,214,20.11764705882353,8.96365121575654e-08,0.0,1.0,35.89473684210526,36.15929229682286,0.0,0.0,Non-profitable
3136,19,88,663,442,19.431818181818183,1.392762466623171e-15,0.0,1.0,34.89473684210526,35.15694990068661,0.0,0.0,Non-profitable
8737,5,22,43,85,20.454545454545453,0.007086690095450692,0.0024,0.9976,8.6,9.36739049173901,0.0,0.0,Non-profitable
11088,17,83,1816,434,18.433734939759034,1.5588298142348666e-14,0.0,1.0,106.82352941176471,107.30503133174855,0.0,0.0,Non-profitable
466,20,9,746,452,200.0,5.485233097784593e-36,0.0,1.0,37.3,37.554424982618805,0.0,0.0,Non-profitable
9135,4,92,64,692,3.9130434782608696,5.463053222043493e-09,0.0,1.0,16.0,17.044456465492683,0.0,0.0,Non-profitable
10623,4,2,32,226,180.0,2.0989019637171837e-09,0.0,1.0,8.0,8.954656611700585,0.0,0.0,Non-profitable
8151,8,6,263,547,120.0,1.9618907888251483e-19,0.0,1.0,32.875,33.48849577660263,0.0,0.0,Non-profitable
5140,19,66,1445,674,25.90909090909091,2.062760991968952e-23,0.0,1.0,76.05263157894737,76.41125273113649,0.0,0.0,Non-profitable
10160,4,49,46,373,7.346938775510203,1.1048632873269894e-06,0.0,1.0,11.5,12.493944047734628,0.0,0.0,Non-profitable
4945,26,29,1210,599,80.6896551724138,1.4688949836894716e-37,0.0,1.0,46.53846153846154,46.74987660335743,0.0,0.0,Non-profitable
10584,23,77,945,209,26.883116883116884,6.004292769374941e-10,0.0,1.0,41.08695652173913,41.31545631141493,0.0,0.0,Non-profitable
6071,21,77,1157,345,24.545454545454543,4.681830651887686e-15,0.0,1.0,55.095238095238095,55.37522716038401,0.0,0.0,Non-profitable
3386,7,71,137,373,8.873239436619718,1.2220282634810307e-07,0.0,1.0,19.571428571428573,20.188201848209026,0.0,0.0,Non-profitable
8939,19,49,730,560,34.89795918367347,1.664413418750092e-23,0.0,1.0,38.421052631578945,38.691525718640754,0.0,0.0,Non-profitable
9925,9,97,216,400,8.350515463917526,5.1795137382411125e-08,0.0,1.0,24.0,24.50098969735064,0.0,0.0,Non-profitable
4320,22,6,943,458,330.0,6.4851869537025216e-43,0.0,1.0,42.86363636363637,43.1061365494586,0.0,0.0,Non-profitable
5389,13,93,347,252,12.580645161290322,1.8927510686761424e-06,0.0,1.0,26.692307692307693,27.047845503599977,0.0,0.0,Non-profitable
6036,18,78,1924,104,20.76923076923077,0.32661622016977315,0.0409,0.9591,106.88888888888889,107.34373617742943,1.75,2.23,Profitable
182,13,62,397,414,18.870967741935484,3.308312777199959e-13,0.0,1.0,30.53846153846154,30.907180915981765,0.0,0.0,Non-profitable
203,21,47,2089,441,40.212765957446805,9.534977745611391e-23,0.0,1.0,99.47619047619048,99.85021559451968,0.0,0.0,Non-profitable
11025,7,9,138,511,70.0,4.742543008163864e-16,0.0,1.0,19.714285714285715,20.33197092903897,0.0,0.0,Non-profitable
10203,4,77,42,364,4.675324675324676,1.3496751726011672e-05,0.0,1.0,10.5,11.482719066010615,0.0,0.0,Non-profitable
4607,16,24,777,310,60.0,3.6114926115258097e-19,0.0,1.0,48.5625,48.91204971633707,0.0,0.0,Non-profitable
3711,19,19,1902,120,90.0,2.4905983740862706e-14,0.0,1.0,100.10526315789474,100.52022510136104,0.0,0.0,Non-profitable
3696,5,67,52,153,6.716417910447761,0.01831132106758285,0.0111,0.9889,10.4,11.183518258643838,0.01,0.01,Profitable
2532,12,95,1651,120,11.368421052631579,1.043027738123562,0.2219,0.7781,137.58333333333334,138.3804440181221,7.22,9.15,Profitable
9214,12,48,358,317,22.5,1.4087029760736287e-11,0.0,1.0,29.833333333333332,30.230274686821566,0.0,0.0,Non-profitable
4943,15,73,1727,637,18.493150684931507,3.026492009457158e-18,0.0,1.0,115.13333333333334,115.70389700314483,0.0,0.0,Non-profitable
35,7,35,210,659,18.0,4.83138790746803e-14,0.0,1.0,30.0,30.68334474879516,0.0,0.0,Non-profitable
2258,4,76,42,572,4.7368421052631575,3.613454937795443e-08,0.0,1.0,10.5,11.482719066010615,0.0,0.0,Non-profitable
4322,19,20,1291,214,85.5,8.964975801074651e-20,0.0,1.0,67.94736842105263,68.2870038361374,0.0,0.0,Non-profitable
4702,16,20,1895,686,72.0,4.6993857242753515e-29,0.0,1.0,118.4375,118.98149909776384,0.0,0.0,Non-profitable
3281,13,69,411,238,16.956521739130434,8.376350696860751e-08,0.0,1.0,31.615384615384617,31.987794831448664,0.0,0.0,Non-profitable
702,15,80,521,499,16.875,6.434660871783144e-15,0.0,1.0,34.733333333333334,35.06519828010472,0.0,0.0,Non-profitable
2004,16,65,1168,284,22.153846153846153,2.3694292821747015e-11,0.0,1.0,73.0,73.41755482200601,0.0,0.0,Non-profitable
4437,10,65,260,431,13.846153846153847,4.630061120832079e-11,0.0,1.0,26.0,26.459587198351855,0.0,0.0,Non-profitable
8724,5,57,46,377,7.894736842105263,4.4344311630066565e-07,0.0,1.0,9.2,9.97276641404062,0.0,0.0,Non-profitable
10741,12,70,319,444,15.428571428571429,2.1048106201827737e-12,0.0,1.0,26.583333333333332,26.96820461418373,0.0,0.0,Non-profitable
1991,6,0,96,162,0.0,1.2171223795271548e-14,0.0,1.0,16.0,16.693708687880704,0.0,0.0,Non-profitable
6931,15,19,1062,134,71.05263157894737,2.803579312427829e-12,0.0,1.0,70.8,71.2389428979859,0.0,0.0,Non-profitable
11096,10,50,232,325,18.0,4.262138527420781e-10,0.0,1.0,23.2,23.647099324514322,0.0,0.0,Non-profitable
304,6,67,76,188,8.059701492537313,0.0012844961915655293,0.0008,0.9992,12.666666666666666,13.335523936288155,0.0,0.0,Non-profitable
3665,6,46,54,234,11.739130434782608,9.0906730054277e-06,0.0,1.0,9.0,9.641520709536355,0.0,0.0,Non-profitable
10591,9,37,201,692,21.891891891891895,1.360231419599484e-16,0.0,1.0,22.333333333333332,22.826059759997168,0.0,0.0,Non-profitable
5036,12,38,406,578,28.421052631578945,3.497093591569179e-18,0.0,1.0,33.833333333333336,34.24513016083737,0.0,0.0,Non-profitable
5547,19,9,1919,326,190.0,1.4939967613528257e-30,0.0,1.0,101.0,101.4170577715882,0.0,0.0,Non-profitable
7822,18,56,662,390,28.92857142857143,3.518054632929938e-17,0.0,1.0,36.77777777777778,37.05925073125749,0.0,0.0,Non-profitable
8541,6,98,41,113,5.5102040816326525,1.7254030837886827,0.6626,0.33740000000000003,6.833333333333333,7.458700621001201,0.64,0.82,Profitable
10955,13,68,1600,173,17.205882352941174,2.142393078929368e-05,0.0,1.0,123.07692307692308,123.76279093788757,0.0,0.0,Non-profitable
4368,7,72,134,208,8.75,0.00032058680579532373,0.0002,0.9998,19.142857142857142,19.756894605719182,0.0,0.0,Non-profitable
9671,6,47,69,154,11.489361702127658,0.0009691737677750525,0.0005,0.9995,11.5,12.160159273230764,0.0,0.0,Non-profitable
2256,4,33,21,92,10.90909090909091,0.05294711446368818,0.0239,0.9761,5.25,6.173787911959551,0.02,0.02,Profitable
4279,5,87,54,90,5.172413793103448,2.5992414659391736,0.9429,0.05710000000000004,10.8,11.58710220684491,1.51,1.92,Profitable
5371,6,0,91,82,0.0,8.275250526844258e-12,0.0,1.0,15.166666666666666,15.854162499982566,0.0,0.0,Non-profitable
9240,16,73,526,142,19.726027397260275,0.00034983701914363907,0.0001,0.9999,32.875,33.18089426487185,0.0,0.0,Non-profitable
9460,7,74,162,437,8.513513513513514,1.545895693720726e-08,0.0,1.0,23.142857142857142,23.7824288689577,0.0,0.0,Non-profitable
9504,24,4,1008,235,540.0,3.6445702139883003e-41,0.0,1.0,42.0,42.220653637512484,0.0,0.0,Non-profitable
8692,10,50,240,655,18.0,6.652206613696648e-16,0.0,1.0,24.0,24.4506672884679,0.0,0.0,Non-profitable
448,19,57,795,485,30.0,1.9532885106191556e-20,0.0,1.0,41.8421052631579,42.12059181068583,0.0,0.0,Non-profitable
8314,18,30,1772,450,54.0,1.0216381423009848e-23,0.0,1.0,98.44444444444444,98.87840987963376,0.0,0.0,Non-profitable
8420,6,27,64,330,20.0,4.891506150752594e-09,0.0,1.0,10.666666666666666,11.320613085332628,0.0,0.0,Non-profitable
3174,19,61,1957,403,28.0327868852459,1.2355658204130883e-17,0.0,1.0,103.0,103.4217425638607,0.0,0.0,Non-profitable
7685,6,4,78,293,135.0,6.879435500693842e-13,0.0,1.0,13.0,13.67134241144741,0.0,0.0,Non-profitable
3179,19,75,1572,378,22.8,4.036608743849412e-15,0.0,1.0,82.73684210526316,83.11112032636301,0.0,0.0,Non-profitable
9780,24,12,795,369,180.0,6.916695462261971e-37,0.0,1.0,33.125,33.32920389212185,0.0,0.0,Non-profitable
10681,21,13,889,165,145.3846153846154,1.4628045089837576e-22,0.0,1.0,42.333333333333336,42.58628198833641,0.0,0.0,Non-profitable
10232,12,9,331,236,120.0,1.071276812165991e-17,0.0,1.0,27.583333333333332,27.97191848268768,0.0,0.0,Non-profitable
9120,15,80,1065,571,16.875,2.2164194510098803e-16,0.0,1.0,71.0,71.4395366759039,0.0,0.0,Non-profitable
891,3,60,11,295,4.5,0.00011964370066385534,0.0002,0.9998,3.6666666666666665,4.879223675728493,0.0,0.0,Non-profitable
10381,3,43,21,359,6.27906976744186,4.838790206086981e-06,0.0,1.0,7.0,8.262633184776504,0.0,0.0,Non-profitable
3525,3,19,17,569,14.210526315789473,1.4316789014823015e-09,0.0,1.0,5.666666666666667,6.9092693811573,0.0,0.0,Non-profitable
6818,11,26,369,655,38.07692307692307,4.338204827494433e-20,0.0,1.0,33.54545454545455,33.99367243861868,0.0,0.0,Non-profitable
3526,4,58,38,153,6.206896551724138,0.014125586886429488,0.0105,0.9895,9.5,10.471494084286604,0.01,0.01,Profitable
8181,8,42,177,289,17.142857142857142,1.501208273442783e-08,0.0,1.0,22.125,22.67849823548732,0.0,0.0,Non-profitable
1029,11,27,279,332,36.666666666666664,5.738077680338265e-14,0.0,1.0,25.363636363636363,25.778694482869042,0.0,0.0,Non-profitable
7369,5,56,62,270,8.035714285714286,2.1199771312700197e-05,0.0,1.0,12.4,13.201437999649201,0.0,0.0,Non-profitable
2574,18,27,1230,514,60.0,4.225918552764313e-26,0.0,1.0,68.33333333333333,68.69283847565184,0.0,0.0,Non-profitable
8159,8,10,182,89,72.0,5.068736637574944e-07,0.0,1.0,22.75,23.306986464621932,0.0,0.0,Non-profitable
1160,6,48,49,310,11.25,3.9814468000719224e-07,0.0,1.0,8.166666666666666,8.801974521638218,0.0,0.0,Non-profitable
10242,6,39,75,286,13.846153846153847,2.8908517518325264e-07,0.0,1.0,12.5,13.16761469870853,0.0,0.0,Non-profitable
5253,10,85,227,355,10.588235294117647,2.8538905989878825e-08,0.0,1.0,22.7,23.144869347043333,0.0,0.0,Non-profitable
5966,10,64,215,596,14.0625,6.733621749103659e-14,0.0,1.0,21.5,21.939517401112962,0.0,0.0,Non-profitable
5314,13,69,444,468,16.956521739130434,1.0071868823425429e-13,0.0,1.0,34.15384615384615,34.534956203620645,0.0,0.0,Non-profitable
5081,4,54,47,252,6.666666666666666,0.00011593152702746022,0.0001,0.9999,11.75,12.746750293165631,0.0,0.0,Non-profitable
5123,6,57,143,440,9.473684210526315,1.0387607150203762e-08,0.0,1.0,23.833333333333332,24.585442854123187,0.0,0.0,Non-profitable
5756,5,64,55,87,7.03125,1.2091919460621352,0.4243,0.5757,11.0,11.788894180945446,0.71,0.91,Profitable
8036,7,10,63,72,62.99999999999999,2.6778982391161902e-05,0.0,1.0,9.0,9.54928986679294,0.0,0.0,Non-profitable
9058,21,65,1867,644,29.07692307692308,7.7780584135272215e-25,0.0,1.0,88.9047619047619,89.25638787737577,0.0,0.0,Non-profitable
5057,18,74,611,288,21.891891891891895,1.2754949646874342e-11,0.0,1.0,33.94444444444444,34.21891098660236,0.0,0.0,Non-profitable
254,15,4,473,43,337.5,1.1084806380152318e-12,0.0,1.0,31.533333333333335,31.855697833416553,0.0,0.0,Non-profitable
4179,5,94,55,313,4.787234042553192,9.176598539205333e-05,0.0001,0.9999,11.0,11.788894180945446,0.0,0.0,Non-profitable
3710,5,41,81,625,10.97560975609756,4.937598584348621e-11,0.0,1.0,16.2,17.035485507559393,0.0,0.0,Non-profitable
7627,21,25,2086,564,75.6,1.0280567933923256e-31,0.0,1.0,99.33333333333333,99.70705576050422,0.0,0.0,Non-profitable
4501,19,94,1478,231,18.191489361702125,1.0599663403477731e-07,0.0,1.0,77.78947368421052,78.15216320863628,0.0,0.0,Non-profitable
6424,4,9,49,150,40.0,8.635517411947857e-06,0.0,1.0,12.25,13.252362784027637,0.0,0.0,Non-profitable
3075,14,47,382,291,26.80851063829787,1.9197219849393034e-12,0.0,1.0,27.285714285714285,27.617663738780653,0.0,0.0,Non-profitable
4992,6,12,69,283,45.0,3.2065474593841135e-10,0.0,1.0,11.5,12.160159273230764,0.0,0.0,Non-profitable
5252,5,80,67,611,5.625,3.380637951671762e-09,0.0,1.0,13.4,14.210397870151883,0.0,0.0,Non-profitable
7444,4,20,30,253,18.0,1.5823852084418702e-06,0.0,1.0,7.5,8.449044120838579,0.0,0.0,Non-profitable
6919,6,39,63,390,13.846153846153847,4.950600832626593e-09,0.0,1.0,10.5,11.152703847753001,0.0,0.0,Non-profitable
3537,7,57,79,681,11.052631578947368,9.666104966189654e-13,0.0,1.0,11.285714285714286,11.849595160072093,0.0,0.0,Non-profitable
10277,4,27,42,493,13.333333333333332,2.5047205587899146e-09,0.0,1.0,10.5,11.482719066010615,0.0,0.0,Non-profitable
2453,20,83,819,667,21.686746987951807,3.6865684061131074e-22,0.0,1.0,40.95,41.21254629005529,0.0,0.0,Non-profitable
7972,16,79,1151,285,18.227848101265824,5.805411061227183e-10,0.0,1.0,71.9375,72.35209807828127,0.0,0.0,Non-profitable
895,17,69,594,567,22.17391304347826,4.850350428622636e-19,0.0,1.0,34.94117647058823,35.2344405184889,0.0,0.0,Non-profitable
1177,7,77,129,519,8.181818181818182,1.3139265071879695e-09,0.0,1.0,18.428571428571427,19.038049201569446,0.0,0.0,Non-profitable
7141,8,15,213,547,48.0,1.4950713815202883e-16,0.0,1.0,26.625,27.203613485256522,0.0,0.0,Non-profitable
7232,5,99,67,138,4.545454545454545,0.4526088055412533,0.2492,0.7508,13.4,14.210397870151883,0.32,0.41,Profitable
8477,4,61,28,475,5.901639344262295,1.5595122242149183e-07,0.0,1.0,7.0,7.943431629976573,0.0,0.0,Non-profitable
2457,4,23,45,611,15.652173913043478,6.177953295694752e-11,0.0,1.0,11.25,12.241137802303625,0.0,0.0,Non-profitable
7930,10,74,268,314,12.162162162162163,5.0195674128049614e-08,0.0,1.0,26.8,27.263155162305438,0.0,0.0,Non-profitable
4587,11,90,266,346,11.0,2.6331740531491102e-08,0.0,1.0,24.181818181818183,24.592086555927434,0.0,0.0,Non-profitable
6682,4,41,37,565,8.78048780487805,2.2383614904533756e-09,0.0,1.0,9.25,10.218687838855601,0.0,0.0,Non-profitable
6222,5,28,37,244,16.071428571428573,1.5353568778401458e-06,0.0,1.0,7.4,8.156638647135795,0.0,0.0,Non-profitable
10299,22,73,882,597,27.123287671232877,1.484120227036392e-23,0.0,1.0,40.09090909090909,40.32780190021912,0.0,0.0,Non-profitable
3083,13,88,373,338,13.295454545454547,2.859753563229587e-09,0.0,1.0,28.692307692307693,29.054699918038505,0.0,0.0,Non-profitable
8953,4,94,35,419,3.829787234042553,7.355941739368121e-06,0.0,1.0,8.75,9.713075347993595,0.0,0.0,Non-profitable
8650,4,31,42,468,11.612903225806452,8.87387942599355e-09,0.0,1.0,10.5,11.482719066010615,0.0,0.0,Non-profitable
10862,12,6,326,681,180.0,6.249108166708815e-29,0.0,1.0,27.166666666666668,27.553704370811037,0.0,0.0,Non-profitable
2782,14,23,404,353,54.78260869565218,1.6030417092752294e-18,0.0,1.0,28.857142857142858,29.194092011099816,0.0,0.0,Non-profitable
6941,5,92,95,350,4.891304347826087,2.0754924109902426e-05,0.0,1.0,19.0,19.8605731449669,0.0,0.0,Non-profitable
10972,13,52,939,111,22.5,0.0010233047346631411,0.0002,0.9998,72.23076923076923,72.74237678620034,0.0,0.0,Non-profitable
10708,4,50,33,183,7.2,0.0015499428228360253,0.0014,0.9986,8.25,9.207462857131588,0.0,0.0,Non-profitable
6583,20,54,981,391,33.33333333333333,4.0302927461250166e-19,0.0,1.0,49.05,49.33056891751709,0.0,0.0,Non-profitable
3641,5,93,36,525,4.838709677419355,9.177608796532304e-08,0.0,1.0,7.2,7.954846673035258,0.0,0.0,Non-profitable
10156,19,56,1237,391,30.53571428571429,5.289811349284111e-18,0.0,1.0,65.10526315789474,65.43824123659228,0.0,0.0,Non-profitable
4299,27,28,1825,646,86.78571428571429,1.7309547710495117e-40,0.0,1.0,67.5925925925926,67.83084513877019,0.0,0.0,Non-profitable
3469,6,94,103,661,5.744680851063829,5.041123953709381e-10,0.0,1.0,17.166666666666668,17.8690733509381,0.0,0.0,Non-profitable
5063,9,76,191,558,10.657894736842104,1.0156513824418791e-11,0.0,1.0,21.22222222222222,21.709439801761523,0.0,0.0,Non-profitable
10727,23,43,1586,222,48.13953488372093,1.3138716300622394e-16,0.0,1.0,68.95652173913044,69.23892781560136,0.0,0.0,Non-profitable
5156,21,13,889,165,145.3846153846154,1.4628045089837576e-22,0.0,1.0,42.333333333333336,42.58628198833641,0.0,0.0,Non-profitable
4376,6,27,93,134,20.0,0.00012342042713674541,0.0001,0.9999,15.5,16.18998097514182,0.0,0.0,Non-profitable
8923,20,12,1587,437,150.0,2.996483378129448e-33,0.0,1.0,79.35,79.69798689431863,0.0,0.0,Non-profitable
8461,3,3,16,111,90.0,4.310069302593455e-05,0.0,1.0,5.333333333333333,6.570928430252498,0.0,0.0,Non-profitable
6945,31,72,1375,390,38.75,3.456434247508577e-24,0.0,1.0,44.354838709677416,44.52897355531514,0.0,0.0,Non-profitable
944,13,6,393,537,195.0,2.135440939826747e-28,0.0,1.0,30.23076923076923,30.59843408299122,0.0,0.0,Non-profitable
1907,21,53,1477,639,35.66037735849057,1.2575887016583178e-26,0.0,1.0,70.33333333333333,70.6456094553662,0.0,0.0,Non-profitable
701,16,58,1179,235,24.82758620689655,2.2654977964508765e-10,0.0,1.0,73.6875,74.10696800912201,0.0,0.0,Non-profitable
3856,22,78,1005,632,25.384615384615383,1.0213934495467965e-23,0.0,1.0,45.68181818181818,45.930017668357735,0.0,0.0,Non-profitable
2131,19,37,1307,546,46.21621621621621,1.6362009204139435e-25,0.0,1.0,68.78947368421052,69.13108164341003,0.0,0.0,Non-profitable
2942,13,20,486,418,58.5,1.050175876775531e-19,0.0,1.0,37.38461538461539,37.77679795002135,0.0,0.0,Non-profitable
1173,12,73,2252,476,14.794520547945204,8.402846260356019e-13,0.0,1.0,187.66666666666666,188.6497802656949,0.0,0.0,Non-profitable
4381,10,56,235,315,16.071428571428573,2.3753610998633054e-09,0.0,1.0,23.5,23.948437310996916,0.0,0.0,Non-profitable
4611,30,36,1724,524,75.0,1.5401198183690994e-37,0.0,1.0,57.46666666666667,57.666049545515904,0.0,0.0,Non-profitable
3376,10,9,235,198,100.0,6.466673885667065e-14,0.0,1.0,23.5,23.948437310996916,0.0,0.0,Non-profitable
10928,15,28,599,286,48.214285714285715,2.1848610462562798e-16,0.0,1.0,39.93333333333333,40.28063650597298,0.0,0.0,Non-profitable
4248,19,23,2008,132,74.34782608695652,9.618359229449104e-14,0.0,1.0,105.6842105263158,106.11224057454221,0.0,0.0,Non-profitable
6728,4,38,48,671,9.473684210526315,1.189147362012259e-10,0.0,1.0,12.0,12.999556538596634,0.0,0.0,Non-profitable
6661,27,63,1174,686,38.57142857142857,5.199116196785714e-32,0.0,1.0,43.48148148148148,43.68001797392599,0.0,0.0,Non-profitable
4725,6,71,67,77,7.605633802816901,3.294898889289695,0.8697,0.13029999999999997,11.166666666666666,11.82434079807151,1.95,2.49,Profitable
3277,13,9,365,695,130.0,4.81148612805102e-29,0.0,1.0,28.076923076923077,28.43720625205742,0.0,0.0,Non-profitable
2564,8,87,165,176,8.275862068965518,0.006757818322366889,0.0031,0.9969,20.625,21.170126485564253,0.01,0.01,Profitable
946,9,92,210,645,8.804347826086957,3.965767592145053e-12,0.0,1.0,23.333333333333332,23.83101772240925,0.0,0.0,Non-profitable
3867,25,36,1095,302,62.5,5.3148183817354e-24,0.0,1.0,43.8,44.015014385843955,0.0,0.0,Non-profitable
6940,8,86,223,251,8.372093023255815,5.712721744759131e-05,0.0,1.0,27.875,28.460589943525747,0.0,0.0,Non-profitable
55,18,83,597,569,19.518072289156628,1.957680999995889e-18,0.0,1.0,33.166666666666664,33.43920988022644,0.0,0.0,Non-profitable
7093,3,74,22,227,3.6486486486486487,0.002930711463713646,0.0041,0.9959,7.333333333333333,8.600974135681305,0.0,0.0,Non-profitable
5084,23,87,1064,186,23.793103448275865,2.8728681501953005e-07,0.0,1.0,46.26086956521739,46.49937691827637,0.0,0.0,Non-profitable
1777,5,29,74,660,15.517241379310345,3.2716499634712983e-12,0.0,1.0,14.8,15.622941688855636,0.0,0.0,Non-profitable
8162,4,88,26,544,4.090909090909091,1.6188816317963145e-07,0.0,1.0,6.5,7.437819139114567,0.0,0.0,Non-profitable
10826,4,77,60,548,4.675324675324676,7.158763086000313e-08,0.0,1.0,15.0,16.03323148376867,0.0,0.0,Non-profitable
8754,3,25,20,409,10.799999999999999,1.9245101122587954e-07,0.0,1.0,6.666666666666667,7.924292233871704,0.0,0.0,Non-profitable
1987,5,34,59,277,13.23529411764706,1.0420707215948695e-06,0.0,1.0,11.8,12.596062077347593,0.0,0.0,Non-profitable
11007,4,43,34,416,8.372093023255815,1.6431953608928372e-07,0.0,1.0,8.5,9.460269102562592,0.0,0.0,Non-profitable
7426,9,76,198,234,10.657894736842104,1.945083357883073e-05,0.0,1.0,22.0,22.491073772526477,0.0,0.0,Non-profitable
9153,25,81,1048,335,27.777777777777775,1.5935333073446353e-16,0.0,1.0,41.92,42.13166945068365,0.0,0.0,Non-profitable
10379,16,87,574,233,16.551724137931036,2.466899792432274e-07,0.0,1.0,35.875,36.1892427177417,0.0,0.0,Non-profitable
9204,13,33,1029,655,35.45454545454545,2.1322078104790335e-21,0.0,1.0,79.15384615384616,79.68918052848755,0.0,0.0,Non-profitable
3197,18,38,670,195,42.63157894736842,5.99067193514116e-13,0.0,1.0,37.22222222222222,37.50479422061515,0.0,0.0,Non-profitable
2920,14,63,990,575,20.0,3.3713992379733705e-17,0.0,1.0,70.71428571428571,71.18440871923751,0.0,0.0,Non-profitable
6961,3,26,11,38,10.384615384615385,2.7390367280069574,0.6675,0.3325,3.6666666666666665,4.879223675728493,0.67,0.86,Profitable
4673,18,17,1241,607,95.29411764705883,1.1955646943658214e-31,0.0,1.0,68.94444444444444,69.30546077351863,0.0,0.0,Non-profitable
9937,16,75,576,178,19.200000000000003,5.675766419690105e-06,0.0,1.0,36.0,36.314590569944606,0.0,0.0,Non-profitable
8779,8,13,172,378,55.38461538461539,2.6456507035275287e-14,0.0,1.0,21.5,22.05001000635271,0.0,0.0,Non-profitable
9596,19,19,664,188,90.0,7.79207799880193e-19,0.0,1.0,34.94736842105263,35.209704763641156,0.0,0.0,Non-profitable
2891,21,51,928,254,37.05882352941176,2.964272665791704e-15,0.0,1.0,44.19047619047619,44.447359830537366,0.0,0.0,Non-profitable
4910,29,81,2074,668,32.22222222222222,2.6181821654482244e-30,0.0,1.0,71.51724137931035,71.74505571201193,0.0,0.0,Non-profitable
75,14,32,467,339,39.375,3.5703220823408053e-16,0.0,1.0,33.357142857142854,33.708409336377414,0.0,0.0,Non-profitable
10120,10,84,257,248,10.714285714285714,9.410464453222469e-06,0.0,1.0,25.7,26.15824921186926,0.0,0.0,Non-profitable
6327,16,87,1146,192,16.551724137931036,1.4748279941564284e-05,0.0,1.0,71.625,72.03872844777399,0.0,0.0,Non-profitable
10142,18,99,689,479,16.363636363636363,6.9102391941231505e-15,0.0,1.0,38.27777777777778,38.562960007839614,0.0,0.0,Non-profitable
9826,21,96,2114,655,19.6875,2.288349336635719e-21,0.0,1.0,100.66666666666667,101.04321421131517,0.0,0.0,Non-profitable
1501,29,21,1717,694,124.28571428571428,6.260448179488409e-48,0.0,1.0,59.206896551724135,59.415833774000355,0.0,0.0,Non-profitable
10767,20,40,1346,44,45.0,16.71523517789311,0.8143,0.18569999999999998,67.3,67.62117545469954,56.52,72.53,Profitable
7279,14,3,1044,272,420.0,2.676352531567315e-27,0.0,1.0,74.57142857142857,75.05382356947545,0.0,0.0,Non-profitable
7230,16,98,493,633,14.693877551020407,7.160730059021959e-17,0.0,1.0,30.8125,31.112654703523834,0.0,0.0,Non-profitable
143,12,73,957,308,14.794520547945204,4.775324812225657e-09,0.0,1.0,79.75,80.3323252896437,0.0,0.0,Non-profitable
450,9,90,270,352,9.0,2.019831244114775e-07,0.0,1.0,30.0,30.530737471823123,0.0,0.0,Non-profitable
9316,4,29,29,239,12.413793103448276,1.235291947075886e-05,0.0,1.0,7.25,8.196237875407576,0.0,0.0,Non-profitable
6379,6,3,121,396,180.0,3.3109551181215476e-15,0.0,1.0,20.166666666666668,20.891439627371387,0.0,0.0,Non-profitable
9239,7,94,126,338,6.702127659574468,5.0348785321199275e-06,0.0,1.0,18.0,18.606741959079606,0.0,0.0,Non-profitable
8315,3,65,23,95,4.153846153846154,0.6636667981753444,0.3963,0.6037,7.666666666666667,8.939315086586108,0.3,0.38,Profitable
2868,5,33,57,447,13.636363636363637,2.3474045538298493e-09,0.0,1.0,11.4,12.19247812914652,0.0,0.0,Non-profitable
10888,18,46,636,238,35.21739130434783,1.8666234438317323e-13,0.0,1.0,35.333333333333336,35.61123439084508,0.0,0.0,Non-profitable
1277,27,29,1004,81,83.79310344827586,2.2901430352223978e-10,0.0,1.0,37.18518518518518,37.373350357914454,0.0,0.0,Non-profitable
9977,17,99,734,285,15.454545454545453,1.0872776328986926e-08,0.0,1.0,43.1764705882353,43.491300349795246,0.0,0.0,Non-profitable
10196,18,26,614,109,62.30769230769231,2.585669173804067e-10,0.0,1.0,34.111111111111114,34.38598979511149,0.0,0.0,Non-profitable
6384,18,30,1453,138,54.0,1.9842190244971833e-11,0.0,1.0,80.72222222222223,81.11236324149681,0.0,0.0,Non-profitable
