ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Is_parent,Children,Day,Month,Quarter,Year,Tenure,Cluster,Recency,Monetary,Frequency,R,F,M,RFM_Score,Segment,T,CLTV_label
4376,1960,PostGraduation,Single,32218.0,0,0,2014-02-15,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,55,0,0,15,2,1,2014,10,0,27,15.5,6,4,2,2,422,Potential Loyalists,134,Non-profitable
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,42,0,0,18,4,2,2013,20,1,12,79.35,20,5,4,5,545,Champions,437,Non-profitable
8461,1962,Graduation,Single,46102.0,2,1,2014-03-10,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,53,1,3,10,3,1,2014,9,0,3,5.333333333333333,3,5,1,1,511,New Customers,111,Non-profitable
6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,63,0,0,4,6,2,2013,19,3,72,44.354838709677416,31,2,5,4,254,Can't loose,390,Non-profitable
944,1962,Graduation,Partner,56181.0,0,1,2013-01-08,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,53,1,1,8,1,1,2013,24,2,6,30.23076923076923,13,5,3,3,533,Potential Loyalists,537,Non-profitable
1907,1950,PostGraduation,Single,63120.0,0,1,2012-09-28,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,65,1,1,28,9,3,2012,27,1,53,70.33333333333333,21,3,5,5,355,Loyal Customers,639,Non-profitable
701,1971,Graduation,Partner,73691.0,0,1,2013-11-06,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,44,1,1,6,11,4,2013,14,3,58,73.6875,16,3,4,5,345,Loyal Customers,235,Profitable
3856,1960,Graduation,Partner,63381.0,0,1,2012-10-05,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,55,1,1,5,10,4,2012,27,3,78,45.68181818181818,22,2,5,4,254,Can't loose,632,Non-profitable
2131,1959,PhD,Single,62859.0,0,1,2012-12-30,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,56,1,1,30,12,4,2012,24,3,37,68.78947368421052,19,4,4,5,445,Loyal Customers,546,Non-profitable
2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,51,1,1,7,5,2,2013,20,2,20,37.38461538461539,13,4,3,4,434,Potential Loyalists,418,Non-profitable
1173,1947,PostGraduation,Partner,77632.0,0,0,2013-03-10,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,68,0,0,10,3,1,2013,22,1,73,187.66666666666663,12,2,3,5,235,At risk,476,Non-profitable
4381,1971,PhD,Partner,46463.0,1,1,2013-08-18,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,44,1,2,18,8,3,2013,16,0,56,23.5,10,3,3,3,333,Need Attention,315,Non-profitable
4611,1970,Graduation,Partner,105471.0,0,0,2013-01-21,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,45,0,0,21,1,1,2013,23,1,36,57.46666666666667,30,4,5,4,454,Loyal Customers,524,Non-profitable
3376,1970,PostGraduation,Single,55282.0,1,0,2013-12-13,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,45,1,1,13,12,4,2013,12,0,9,23.5,10,5,3,3,533,Potential Loyalists,198,Non-profitable
10928,1958,Graduation,Partner,66886.0,0,1,2013-09-16,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,57,1,1,16,9,3,2013,15,2,28,39.93333333333333,15,4,3,4,434,Potential Loyalists,286,Non-profitable
4248,1960,PostGraduation,Single,98777.0,0,0,2014-02-17,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,55,0,0,17,2,1,2014,10,1,23,105.6842105263158,19,4,4,5,445,Loyal Customers,132,Non-profitable
6728,1985,Graduation,Partner,29103.0,1,0,2012-08-27,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,30,1,1,27,8,3,2012,28,0,38,12.0,4,4,1,2,412,Promising,671,Non-profitable
6661,1974,Graduation,Partner,67445.0,0,1,2012-08-12,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,41,1,1,12,8,3,2012,29,3,63,43.48148148148148,27,2,5,4,254,Can't loose,686,Profitable
4725,1950,PhD,Partner,50616.0,0,1,2014-04-13,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,65,1,1,13,4,2,2014,8,0,71,11.166666666666666,6,2,2,1,221,Hibernating,77,Non-profitable
3277,1955,Graduation,Single,49431.0,0,1,2012-08-03,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,60,1,1,3,8,3,2012,29,2,9,28.07692307692308,13,5,3,3,533,Potential Loyalists,695,Non-profitable
2564,1953,Graduation,Partner,61278.0,0,1,2014-01-04,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,62,1,1,4,1,1,2014,12,0,87,20.625,8,1,2,2,122,Hibernating,176,Non-profitable
946,1958,PostGraduation,Partner,26490.0,0,0,2012-09-22,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,57,0,0,22,9,3,2012,27,0,92,23.33333333333333,9,1,2,3,123,Hibernating,645,Non-profitable
3867,1947,PhD,Partner,73059.0,0,1,2013-08-31,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,68,1,1,31,8,3,2013,16,3,36,43.8,25,4,5,4,454,Loyal Customers,302,Non-profitable
6940,1966,PhD,Single,46734.0,1,2,2013-10-21,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,49,1,3,21,10,4,2013,14,0,86,27.875,8,1,2,3,123,Hibernating,251,Non-profitable
55,1963,Graduation,Partner,56253.0,0,1,2012-12-07,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,52,1,1,7,12,4,2012,25,2,83,33.166666666666664,18,1,4,3,143,At risk,569,Profitable
7093,1985,Graduation,Partner,19986.0,1,0,2013-11-14,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,30,1,1,14,11,4,2013,13,0,74,7.333333333333333,3,2,1,1,211,Hibernating,227,Non-profitable
5084,1975,Graduation,Single,58330.0,0,1,2013-12-25,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,40,1,1,25,12,4,2013,12,3,87,46.26086956521739,23,1,5,4,154,Can't loose,186,Non-profitable
1777,1980,UnderGraduation,Partner,25965.0,0,0,2012-09-07,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,35,0,0,7,9,3,2012,28,0,29,14.8,5,4,1,2,412,Promising,660,Non-profitable
8162,1956,PostGraduation,Partner,14661.0,0,0,2013-01-01,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,59,0,0,1,1,1,2013,24,0,88,6.5,4,1,1,1,111,Hibernating,544,Non-profitable
10826,1959,Graduation,Partner,18690.0,0,0,2012-12-28,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,56,0,0,28,12,4,2012,24,0,77,15.0,4,2,1,2,212,Hibernating,548,Non-profitable
8754,1974,PhD,Partner,45068.0,0,1,2013-05-16,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,41,1,1,16,5,2,2013,19,0,25,6.666666666666667,3,4,1,1,411,Promising,409,Non-profitable
1987,1987,UnderGraduation,Single,21063.0,1,0,2013-09-25,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,28,1,1,25,9,3,2013,15,0,34,11.8,5,4,1,2,412,Promising,277,Profitable
11007,1968,PhD,Partner,29187.0,1,0,2013-05-09,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,47,1,1,9,5,2,2013,20,0,43,8.5,4,3,1,1,311,About to sleep,416,Non-profitable
7426,1971,PostGraduation,Partner,54690.0,1,1,2013-11-07,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,44,1,2,7,11,4,2013,14,0,76,22.0,9,2,2,2,222,Hibernating,234,Non-profitable
9153,1964,PhD,Partner,59304.0,0,1,2013-07-29,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,51,1,1,29,7,3,2013,17,3,81,41.92,25,1,5,4,154,Can't loose,335,Non-profitable
10379,1962,PostGraduation,Single,59247.0,0,2,2013-11-08,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,53,1,2,8,11,4,2013,13,2,87,35.875,16,1,4,3,143,At risk,233,Non-profitable
9204,1970,Graduation,Single,66731.0,0,1,2012-09-12,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,45,1,1,12,9,3,2012,28,3,33,79.15384615384616,13,4,3,5,435,Potential Loyalists,655,Non-profitable
3197,1980,Graduation,Partner,77353.0,0,1,2013-12-16,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,35,1,1,16,12,4,2013,12,2,38,37.22222222222222,18,4,4,4,444,Loyal Customers,195,Non-profitable
2920,1975,PhD,Single,52614.0,0,1,2012-12-01,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,40,1,1,1,12,4,2012,25,3,63,70.71428571428571,14,2,3,5,235,At risk,575,Non-profitable
6961,1974,Graduation,Partner,26751.0,2,0,2014-05-22,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,41,1,2,22,5,2,2014,7,0,26,3.6666666666666665,3,4,1,1,411,Promising,38,Non-profitable
4673,1963,PhD,Partner,81300.0,0,1,2012-10-30,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,52,1,1,30,10,4,2012,26,3,17,68.94444444444444,18,5,4,5,545,Champions,607,Non-profitable
9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,36,0,0,2,1,1,2014,12,2,75,36.0,16,2,4,3,243,At risk,178,Non-profitable
8779,1985,PostGraduation,Partner,36145.0,1,0,2013-06-16,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,30,1,1,16,6,2,2013,18,0,13,21.5,8,5,2,2,522,Potential Loyalists,378,Non-profitable
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,35,0,0,23,12,4,2013,12,2,19,34.94736842105263,19,5,4,3,543,Champions,188,Non-profitable
2891,1963,Graduation,Single,68118.0,0,1,2013-10-18,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,52,1,1,18,10,4,2013,14,3,51,44.19047619047619,21,3,5,4,354,Loyal Customers,254,Non-profitable
4910,1967,Graduation,Single,68743.0,0,0,2012-08-30,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,48,0,0,30,8,3,2012,28,1,81,71.51724137931035,29,1,5,5,155,Can't loose,668,Non-profitable
75,1982,PostGraduation,Partner,41039.0,0,0,2013-07-25,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,33,0,0,25,7,3,2013,17,2,32,33.357142857142854,14,4,3,3,433,Potential Loyalists,339,Non-profitable
10120,1955,Graduation,Partner,38946.0,0,1,2013-10-24,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,60,1,1,24,10,4,2013,14,0,84,25.7,10,1,3,3,133,At risk,248,Non-profitable
6327,1967,Graduation,Partner,65777.0,0,0,2013-12-19,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,48,0,0,19,12,4,2013,12,3,87,71.625,16,1,4,5,145,At risk,192,Non-profitable
10142,1976,PhD,Single,66476.0,0,1,2013-03-07,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,39,1,1,7,3,1,2013,22,2,99,38.27777777777778,18,1,4,4,144,At risk,479,Non-profitable
9826,1972,PhD,Single,86857.0,0,0,2012-09-12,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,43,0,0,12,9,3,2012,28,1,96,100.66666666666669,21,1,5,5,155,Can't loose,655,Non-profitable
1501,1982,PhD,Partner,160803.0,0,0,2012-08-04,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,33,0,0,4,8,3,2012,29,1,21,59.206896551724135,29,4,5,4,454,Loyal Customers,694,Non-profitable
10767,1989,PhD,Partner,77845.0,0,0,2014-05-16,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,26,0,0,16,5,2,2014,7,3,40,67.3,20,3,4,4,344,Loyal Customers,44,Non-profitable
7279,1969,PhD,Partner,69476.0,0,0,2013-09-30,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,46,0,0,30,9,3,2013,15,3,3,74.57142857142857,14,5,3,5,535,Potential Loyalists,272,Non-profitable
7230,1960,PhD,Single,50611.0,0,1,2012-10-04,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,55,1,1,4,10,4,2012,27,2,98,30.8125,16,1,4,3,143,At risk,633,Non-profitable
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,45,0,0,25,8,3,2013,16,3,73,79.75,12,2,3,5,235,At risk,308,Non-profitable
450,1958,PostGraduation,Partner,42315.0,0,1,2013-07-12,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,57,1,1,12,7,3,2013,17,0,90,30.0,9,1,2,3,123,Hibernating,352,Non-profitable
9316,1952,UnderGraduation,Partner,13084.0,0,0,2013-11-02,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,63,0,0,2,11,4,2013,14,0,29,7.25,4,4,1,1,411,Promising,239,Non-profitable
6379,1949,PostGraduation,Single,47570.0,1,1,2013-05-29,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,66,1,2,29,5,2,2013,19,0,3,20.166666666666668,6,5,2,2,522,Potential Loyalists,396,Non-profitable
9239,1961,PostGraduation,Partner,61923.0,0,2,2013-07-26,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,54,1,2,26,7,3,2013,17,0,94,18.0,7,1,2,2,122,Hibernating,338,Non-profitable
8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,20,0,0,26,3,1,2014,9,0,65,7.666666666666667,3,2,1,1,211,Hibernating,95,Profitable
2868,1949,PhD,Single,26518.0,1,1,2013-04-08,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,66,1,2,8,4,2,2013,21,0,33,11.4,5,4,1,2,412,Promising,447,Non-profitable
10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,54,0,0,3,11,4,2013,14,2,46,35.333333333333336,18,3,4,3,343,Loyal Customers,238,Non-profitable
1277,1960,Graduation,Partner,78468.0,0,0,2014-04-09,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,55,0,0,9,4,2,2014,8,3,29,37.18518518518518,27,4,5,4,454,Loyal Customers,81,Non-profitable
9977,1973,Graduation,Single,78901.0,0,1,2013-09-17,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,42,1,1,17,9,3,2013,15,2,99,43.1764705882353,17,1,4,4,144,At risk,285,Non-profitable
10196,1978,Graduation,Partner,71427.0,2,0,2014-03-12,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,37,1,2,12,3,1,2014,9,2,26,34.111111111111114,18,4,4,3,443,Loyal Customers,109,Non-profitable
6384,1978,Graduation,Single,71022.0,0,1,2014-02-11,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,37,1,1,11,2,1,2014,10,1,30,80.72222222222223,18,4,4,5,445,Loyal Customers,138,Non-profitable
8029,1988,PostGraduation,Single,90247.0,0,0,2014-04-29,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,27,0,0,29,4,2,2014,8,1,27,115.78571428571428,14,4,3,5,435,Potential Loyalists,61,Non-profitable
968,1968,PostGraduation,Single,41335.0,1,0,2013-12-26,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,47,1,1,26,12,4,2013,12,0,24,20.77777777777778,9,4,2,2,422,Potential Loyalists,185,Non-profitable
6988,1986,Graduation,Partner,71952.0,1,0,2013-01-10,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,29,1,1,10,1,1,2013,24,3,93,72.15,20,1,4,5,145,At risk,535,Non-profitable
6991,1951,Graduation,Single,43185.0,0,1,2013-04-10,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,64,1,1,10,4,2,2013,21,2,88,35.388888888888886,18,1,4,3,143,At risk,445,Non-profitable
3336,1948,PhD,Partner,66375.0,0,1,2013-11-21,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,67,1,1,21,11,4,2013,13,3,96,86.18181818181819,11,1,3,5,135,At risk,220,Non-profitable
4301,1971,PostGraduation,Partner,35178.0,1,0,2013-01-10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,44,1,1,10,1,1,2013,24,0,10,14.75,4,5,1,2,512,New Customers,535,Non-profitable
1940,1986,Graduation,Partner,25252.0,1,0,2013-07-12,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,29,1,1,12,7,3,2013,17,0,26,6.0,3,4,1,1,411,Promising,352,Non-profitable
1272,1965,PostGraduation,Single,55250.0,0,1,2012-10-21,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,50,1,1,21,10,4,2012,26,3,49,41.04545454545455,22,3,5,4,354,Loyal Customers,616,Non-profitable
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,40,1,1,20,2,1,2013,22,0,11,18.666666666666668,6,5,2,2,522,Potential Loyalists,494,Non-profitable
1044,1953,Graduation,Partner,58398.0,0,0,2013-05-14,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,62,0,0,14,5,2,2013,19,2,44,35.05882352941177,17,3,4,3,343,Loyal Customers,411,Non-profitable
6969,1982,Graduation,Partner,50272.0,1,0,2013-08-07,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,33,1,1,7,8,3,2013,17,0,75,23.3,10,2,3,3,233,At risk,326,Profitable
10479,1975,PhD,Partner,76618.0,0,0,2012-12-07,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,40,0,0,7,12,4,2012,25,1,64,151.1,10,2,3,5,235,At risk,569,Non-profitable
3619,1960,PostGraduation,Single,87305.0,0,0,2012-09-23,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,55,0,0,23,9,3,2012,27,3,19,72.0,16,5,4,5,545,Champions,644,Non-profitable
1715,1978,Graduation,Partner,25851.0,1,0,2013-02-11,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,37,1,1,11,2,1,2013,22,0,45,9.6,5,3,1,1,311,About to sleep,503,Non-profitable
10159,1970,Graduation,Single,58710.0,0,1,2013-03-31,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,45,1,1,31,3,1,2013,21,3,77,47.4,25,2,5,4,254,Can't loose,455,Non-profitable
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,57,1,2,29,3,1,2014,9,0,9,7.0,3,5,1,1,511,New Customers,92,Non-profitable
5114,1965,PostGraduation,Partner,74806.0,0,1,2012-12-19,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,50,1,1,19,12,4,2012,24,3,1,68.92857142857143,14,5,3,5,535,Potential Loyalists,557,Non-profitable
4990,1954,Graduation,Partner,59111.0,0,0,2013-05-02,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,61,0,0,2,5,2,2013,20,3,90,43.45,20,1,4,4,144,At risk,423,Non-profitable
10936,1965,Graduation,Partner,72190.0,0,0,2013-02-13,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,50,0,0,13,2,1,2013,22,1,79,129.8,15,2,3,5,235,At risk,501,Non-profitable
4692,1976,Graduation,Partner,7500.0,1,0,2012-08-01,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,39,1,1,1,8,3,2012,29,0,19,10.142857142857142,7,5,2,1,521,Potential Loyalists,697,Non-profitable
6086,1955,Graduation,Partner,80395.0,0,0,2013-11-23,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,60,0,0,23,11,4,2013,13,3,62,60.0,23,2,5,4,254,Can't loose,218,Non-profitable
437,1976,PostGraduation,Single,75012.0,0,0,2014-01-25,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,39,0,0,25,1,1,2014,11,3,41,46.68181818181818,22,3,5,4,354,Loyal Customers,155,Non-profitable
11171,1965,PostGraduation,Partner,56962.0,2,1,2013-10-11,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,50,1,3,11,10,4,2013,14,2,60,29.357142857142858,14,2,3,3,233,At risk,261,Non-profitable
11101,1991,Graduation,Partner,89891.0,0,0,2013-04-15,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,24,0,0,15,4,2,2013,20,2,17,33.44,25,5,5,3,553,Champions,440,Non-profitable
5329,1949,PhD,Single,35946.0,1,1,2013-09-27,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,66,1,2,27,9,3,2013,15,0,24,3.6666666666666665,3,4,1,1,411,Promising,275,Non-profitable
610,1953,PhD,Partner,53593.0,1,1,2012-08-07,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,62,1,2,7,8,3,2012,29,2,60,32.0,15,2,3,3,233,At risk,691,Non-profitable
9384,1978,Graduation,Partner,66373.0,1,1,2013-06-12,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,37,1,2,12,6,2,2013,18,2,57,37.875,16,3,4,4,344,Loyal Customers,382,Non-profitable
5956,1948,PhD,Single,45072.0,1,2,2013-10-16,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,67,1,3,16,10,4,2013,14,0,74,25.818181818181817,11,2,3,3,233,At risk,256,Non-profitable
10430,1973,Graduation,Single,89694.0,1,1,2013-10-09,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,42,1,2,9,10,4,2013,14,1,22,133.8181818181818,11,4,3,5,435,Potential Loyalists,263,Non-profitable
7875,1949,Graduation,Partner,72025.0,0,0,2014-04-29,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,66,0,0,29,4,2,2014,8,1,46,67.08,25,3,5,4,354,Loyal Customers,61,Profitable
7072,1973,Graduation,Partner,67432.0,0,1,2013-03-29,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,42,1,1,29,3,1,2013,21,3,69,78.52941176470588,17,2,4,5,245,At risk,457,Profitable
6516,1989,UnderGraduation,Partner,17487.0,1,0,2013-03-18,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,26,1,1,18,3,1,2013,21,0,37,6.0,3,4,1,1,411,Promising,468,Profitable
5564,1969,Graduation,Partner,62882.0,0,1,2012-08-09,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,46,1,1,9,8,3,2012,29,3,26,74.33333333333333,18,4,4,5,445,Loyal Customers,689,Profitable
5682,1953,PhD,Single,64108.0,0,1,2013-03-23,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,62,1,1,23,3,1,2013,21,3,8,42.26923076923077,26,5,5,4,554,Champions,463,Non-profitable
7458,1956,PostGraduation,Partner,34941.0,1,1,2013-03-06,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,59,1,2,6,3,1,2013,22,0,26,16.166666666666668,6,4,2,2,422,Potential Loyalists,480,Non-profitable
5237,1950,PhD,Single,48767.0,1,2,2014-01-01,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,65,1,3,1,1,1,2014,12,0,79,10.5,6,2,2,1,221,Hibernating,179,Non-profitable
7761,1978,PostGraduation,Partner,38702.0,1,0,2013-08-01,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,37,1,1,1,8,3,2013,17,0,71,15.571428571428571,7,2,2,2,222,Hibernating,332,Profitable
5278,1964,Graduation,Partner,82224.0,0,0,2014-01-25,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,51,0,0,25,1,1,2014,11,3,83,45.1,20,1,4,4,144,At risk,155,Non-profitable
3560,1952,Graduation,Partner,83844.0,0,0,2013-05-12,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,63,0,0,12,5,2,2013,19,1,57,82.84210526315789,19,3,4,5,345,Loyal Customers,413,Profitable
7235,1975,PostGraduation,Partner,17003.0,1,0,2013-12-09,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,40,1,1,9,12,4,2013,12,0,37,6.333333333333333,6,4,2,1,421,Potential Loyalists,202,Non-profitable
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,20,0,0,9,3,1,2014,9,3,30,41.73913043478261,23,4,5,4,454,Loyal Customers,112,Non-profitable
2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,45,1,1,15,9,3,2013,15,0,34,9.333333333333334,3,4,1,1,411,Promising,287,Non-profitable
4073,1954,PostGraduation,Partner,63564.0,0,0,2014-01-29,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,61,0,0,29,1,1,2014,11,3,0,45.0,27,5,5,4,554,Champions,151,Non-profitable
6974,1972,PhD,Partner,83443.0,0,0,2013-12-31,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,43,0,0,31,12,4,2013,12,1,89,71.28571428571429,21,1,5,5,155,Can't loose,180,Non-profitable
